schema-version, 2
type, bundleName, moduleName, size, minSize, gzipSize, brSize, bundleRatio, soloGzSize, soloBrSize
type, bundleName, size, minSize, gzipSize, brSize
abortcontroller.js, ember-fetch.js, 4977, 1913, 637.4097502014504, 566.693493150685, 0.1926873489121676, 774, 774
fetch.js, ember-fetch.js, 14540, 8015, 2670.5902497985494, 2374.3065068493147, 0.8073126510878323, 2687, 2687
vendor/ember-cli/app-prefix.js, my-app.js, 16, 13, 2.9899578879170714, 2.616564085951841, 0.0014037360976136485, 33, 33
my-app/adapters/-json-api.js, my-app.js, 343, 242, 55.65921606737933, 48.70834683079581, 0.026131087355577152, 183, 183
my-app/app.js, my-app.js, 3117, 1668, 383.6345966958212, 335.725299643667, 0.18011013929381275, 755, 755
my-app/helpers/app-version.js, my-app.js, 1206, 566, 130.17816650469712, 113.921174819134, 0.06111651009610193, 359, 359
my-app/helpers/pluralize.js, my-app.js, 312, 211, 48.529316488500164, 42.468847856602956, 0.022783716661267682, 173, 173
my-app/helpers/singularize.js, my-app.js, 320, 215, 49.449303530936184, 43.27394449843429, 0.02321563546053342, 175, 175
my-app/initializers/app-version.js, my-app.js, 602, 364, 83.71882086167801, 73.26379440665156, 0.039304610733182165, 249, 249
my-app/initializers/container-debug-adapter.js, my-app.js, 645, 453, 104.18853255587949, 91.17719468739877, 0.04891480401684483, 266, 266
my-app/initializers/ember-data.js, my-app.js, 589, 252, 57.95918367346938, 50.72108843537415, 0.027210884353741496, 187, 187
my-app/initializers/export-application-global.js, my-app.js, 1435, 710, 163.2977000323939, 142.9046539250621, 0.0766655868696685, 402, 402
my-app/instance-initializers/ember-data.js, my-app.js, 397, 255, 58.649173955296405, 51.324910916747655, 0.0275348234531908, 194, 194
my-app/resolver.js, my-app.js, 288, 179, 41.169420149011984, 36.02807472195227, 0.019328366267141777, 158, 158
my-app/router.js, my-app.js, 2890, 1551, 356.72497570456756, 312.17622287010045, 0.16747651441528993, 720, 720
my-app/serializers/-default.js, my-app.js, 338, 243, 55.88921282798834, 48.90962099125365, 0.026239067055393587, 182, 182
my-app/serializers/-json-api.js, my-app.js, 349, 248, 57.03919663103336, 49.915991793542815, 0.02677896555447576, 185, 185
my-app/serializers/-rest.js, my-app.js, 335, 240, 55.19922254616132, 48.30579850988014, 0.02591512795594428, 182, 182
my-app/templates/application.js, my-app.js, 554, 411, 94.52866861030127, 82.72367994816975, 0.044379656624554585, 305, 305
my-app/transforms/boolean.js, my-app.js, 355, 254, 58.4191771946874, 51.12363675628982, 0.027426843753374366, 200, 200
my-app/transforms/date.js, my-app.js, 349, 248, 57.03919663103336, 49.915991793542815, 0.02677896555447576, 194, 194
my-app/transforms/number.js, my-app.js, 353, 252, 57.95918367346938, 50.72108843537415, 0.027210884353741496, 199, 199
my-app/transforms/string.js, my-app.js, 353, 252, 57.95918367346938, 50.72108843537415, 0.027210884353741496, 199, 199
vendor/ember-cli/app-suffix.js, my-app.js, 1, 0, 0, 0, 0, 20, 20
vendor/ember-cli/app-config.js, my-app.js, 525, 350, 80.49886621315193, 70.44595616024188, 0.03779289493575208, 272, 272
vendor/ember-cli/app-boot.js, my-app.js, 143, 84, 19.319727891156464, 16.90702947845805, 0.009070294784580499, 96, 96
license.js, ember-testing.js, 389, 390, 98.17873609981015, 87.47762408462165, 0.01762950908597776, 252, 252
loader.js, ember-testing.js, 2424, 1058, 266.3412892143568, 237.31109302956335, 0.04782569387939608, 540, 540
@ember/debug/index.js, ember-testing.js, 10935, 1325, 333.5559623903806, 297.1996202874966, 0.05989512702287316, 504, 504
@ember/debug/lib/capture-render-tree.js, ember-testing.js, 840, 317, 79.80169062471748, 71.10360726878221, 0.014329626616038333, 238, 238
@ember/debug/lib/deprecate.js, ember-testing.js, 7136, 516, 129.89802007051804, 115.73962571196095, 0.023325196636832114, 267, 267
@ember/debug/lib/handlers.js, ember-testing.js, 1019, 263, 66.20771178012838, 58.99132085706536, 0.011888617665672181, 199, 199
@ember/debug/lib/testing.js, ember-testing.js, 371, 205, 51.606771539643795, 45.98182804448061, 0.00926679323750113, 175, 175
@ember/debug/lib/warn.js, ember-testing.js, 4332, 413, 103.9687641262092, 92.63656088961214, 0.018669198083355935, 236, 236
ember-testing/index.js, ember-testing.js, 1123, 772, 194.34354940782933, 173.16083536750747, 0.03489738721634572, 283, 283
ember-testing/lib/adapters/adapter.js, ember-testing.js, 1452, 298, 75.0186239942139, 66.84187686465961, 0.013470753096465057, 230, 230
ember-testing/lib/adapters/qunit.js, ember-testing.js, 1572, 633, 159.35164090046106, 141.98291293734744, 0.02861404936262544, 349, 349
ember-testing/lib/events.js, ember-testing.js, 4079, 1714, 431.4829581412169, 384.4529427719013, 0.0774794322393997, 785, 785
ember-testing/lib/ext/application.js, ember-testing.js, 6396, 1782, 448.6013018714402, 399.70545158665584, 0.080553295362083, 696, 696
ember-testing/lib/ext/rsvp.js, ember-testing.js, 894, 517, 130.1497604194919, 115.96392731217792, 0.023370400506283338, 315, 315
ember-testing/lib/helpers.js, ember-testing.js, 1743, 1280, 322.2276466865564, 287.1060482777326, 0.057860952897568034, 343, 343
ember-testing/lib/helpers/-is-form-control.js, ember-testing.js, 657, 279, 70.23555736371033, 62.58014646053702, 0.012611879576891782, 243, 243
ember-testing/lib/helpers/and_then.js, ember-testing.js, 291, 191, 48.08240665400958, 42.84160564144291, 0.00863393906518398, 171, 171
ember-testing/lib/helpers/click.js, ember-testing.js, 1052, 360, 90.62652563059399, 80.7485760781123, 0.01627339300244101, 239, 239
