schema-version, 3
type, dataset, bundleName, moduleName, size, minSize, gzipSize, brSize, bundleRatio, soloGzSize, soloBrSize
type, dataset, bundleName, size, minSize, gzipSize, brSize
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/component/index.js, 341, 240, 62, 52, 0.0005, 179, 146
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/component/template-only.js, 2460, 453, 117, 98, 0.0009, 261, 213
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/controller/index.js, 1880, 442, 114, 96, 0.0009, 288, 225
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/controller/lib/controller_mixin.js, 1721, 447, 115, 97, 0.0009, 290, 244
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/debug/index.js, 10935, 1325, 342, 288, 0.0027, 504, 428
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/debug/lib/capture-render-tree.js, 840, 317, 82, 69, 0.0006, 238, 182
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/debug/lib/deprecate.js, 7136, 516, 133, 112, 0.0011, 267, 229
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/debug/lib/handlers.js, 1019, 263, 68, 57, 0.0005, 199, 156
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/debug/lib/testing.js, 371, 205, 53, 45, 0.0004, 175, 144
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/debug/lib/warn.js, 4332, 413, 107, 90, 0.0008, 236, 195
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/deprecated-features/index.js, 1726, 634, 164, 138, 0.0013, 346, 284
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/engine/index.js, 18109, 3809, 982, 827, 0.0078, 1297, 1162
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/engine/instance.js, 7531, 2813, 726, 611, 0.0057, 1096, 945
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/engine/lib/engine-parent.js, 1064, 278, 72, 60, 0.0006, 219, 173
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/error/index.js, 431, 159, 41, 35, 0.0003, 151, 119
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/instrumentation/index.js, 6595, 1630, 420, 354, 0.0033, 870, 753
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/modifier/index.js, 513, 358, 92, 78, 0.0007, 211, 172
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/object/compat.js, 2446, 604, 156, 131, 0.0012, 367, 305
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/object/computed.js, 4664, 2627, 678, 570, 0.0054, 422, 400
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/object/index.js, 5175, 764, 197, 166, 0.0016, 431, 365
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/object/lib/computed/computed_macros.js, 34295, 1979, 510, 430, 0.004, 600, 538
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/object/lib/computed/reduce_computed_macros.js, 47890, 3638, 938, 790, 0.0074, 1223, 1113
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/polyfills/index.js, 915, 564, 145, 122, 0.0011, 269, 233
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/polyfills/lib/assign.js, 1523, 340, 88, 74, 0.0007, 250, 199
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/polyfills/lib/merge.js, 1435, 282, 73, 61, 0.0006, 227, 189
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/polyfills/lib/weak_set.js, 760, 418, 108, 91, 0.0009, 265, 218
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/runloop/index.js, 25834, 1897, 489, 412, 0.0039, 748, 646
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/service/index.js, 2061, 421, 109, 91, 0.0009, 291, 221
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/string/index.js, 12919, 2854, 736, 620, 0.0058, 987, 857
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @ember/string/lib/string_registry.js, 616, 243, 63, 53, 0.0005, 179, 139
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @glimmer/encoder.js, 1796, 964, 249, 209, 0.002, 460, 376
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @glimmer/low-level.js, 1984, 940, 242, 204, 0.0019, 409, 364
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @glimmer/node.js, 5745, 2578, 665, 560, 0.0053, 965, 827
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @glimmer/opcode-compiler.js, 80923, 30963, 7987, 6721, 0.0631, 8118, 7263
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @glimmer/program.js, 14755, 6159, 1589, 1337, 0.0126, 1738, 1560
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @glimmer/reference.js, 18159, 7291, 1881, 1583, 0.0149, 2382, 2195
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @glimmer/runtime.js, 174001, 69546, 17939, 15097, 0.1417, 18130, 15992
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @glimmer/util.js, 6364, 2982, 769, 647, 0.0061, 1081, 953
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @glimmer/vm.js, 1335, 320, 83, 69, 0.0007, 228, 190
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, @glimmer/wire-format.js, 3003, 1644, 424, 357, 0.0034, 668, 581
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, backburner.js, 35662, 12577, 3244, 2730, 0.0256, 4024, 3637
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, dag-map.js, 5989, 2442, 630, 530, 0.005, 940, 842
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, ember-babel.js, 4179, 1080, 279, 234, 0.0022, 547, 471
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, ember/index.js, 18238, 8910, 2298, 1934, 0.0182, 3061, 2756
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, ember/version.js, 238, 149, 38, 32, 0.0003, 147, 118
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, node-module/index.js, 689, 347, 90, 75, 0.0007, 222, 185
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, route-recognizer.js, 22968, 7704, 1987, 1672, 0.0157, 3073, 2746
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, router_js.js, 80431, 25213, 6503, 5473, 0.0514, 7530, 6828
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, rsvp.js, 71239, 12375, 3192, 2686, 0.0252, 4184, 3764
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, vendor/ember-cli/vendor-prefix.js, 266, 171, 43, 36, 0.0002, 167, 142
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, vendor/loader/loader.js, 8964, 4355, 1094, 908, 0.006, 1631, 1491
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, vendor/regenerator-runtime/runtime.js, 21975, 5735, 1441, 1196, 0.0078, 2156, 1975
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, vendor/ember/ember.js, 1951356, 489939, 123064, 102156, 0.67, 126529, 106447
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, vendor/ember-fetch.js, 27012, 12511, 3143, 2609, 0.0171, 4216, 3728
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/adapter/-private.js, 17539, 3760, 944, 784, 0.0051, 1521, 1347
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/adapter/error.js, 11763, 1718, 432, 358, 0.0023, 699, 587
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/adapter/index.js, 21579, 804, 202, 168, 0.0011, 377, 322
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/adapter/json-api.js, 6663, 882, 222, 184, 0.0012, 489, 421
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/adapter/rest.js, 43787, 8081, 2030, 1685, 0.0111, 3054, 2692
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/adapter/version.js, 252, 163, 41, 34, 0.0002, 157, 126
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/canary-features/default-features.js, 918, 307, 77, 64, 0.0004, 243, 187
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/canary-features/index.js, 1880, 1081, 272, 225, 0.0015, 515, 427
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/model/-private.js, 14024, 2063, 518, 430, 0.0028, 856, 729
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/model/index.js, 791, 517, 130, 108, 0.0007, 226, 186
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/model/version.js, 250, 161, 40, 34, 0.0002, 156, 124
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/serializer/-private.js, 31627, 5856, 1471, 1221, 0.008, 1722, 1566
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/serializer/index.js, 4470, 258, 65, 54, 0.0004, 201, 165
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/serializer/json-api.js, 20029, 4111, 1033, 857, 0.0056, 1332, 1187
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/serializer/json.js, 48708, 7983, 2005, 1665, 0.0109, 2135, 1939
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/serializer/rest.js, 26331, 3080, 774, 642, 0.0042, 1242, 1133
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/serializer/transform.js, 359, 215, 54, 45, 0.0003, 175, 133
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/serializer/version.js, 255, 166, 42, 35, 0.0002, 159, 129
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/store/-private.js, 497242, 135523, 34041, 28258, 0.1853, 31980, 27233
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/store/index.js, 1361, 936, 235, 195, 0.0013, 270, 227
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember-data/store/version.js, 250, 161, 40, 34, 0.0002, 156, 124
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/@ember/ordered-set/index.js, 3493, 1379, 346, 288, 0.0019, 606, 515
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-cli-app-version/initializer-factory.js, 540, 282, 71, 59, 0.0004, 226, 189
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-cli-app-version/utils/regexp.js, 676, 252, 63, 53, 0.0003, 197, 176
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/-private.js, 10327, 4098, 1029, 854, 0.0056, 1193, 1033
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/adapter.js, 327, 226, 57, 47, 0.0003, 170, 128
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/adapters/errors.js, 1839, 1222, 307, 255, 0.0017, 304, 254
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/adapters/json-api.js, 346, 245, 62, 51, 0.0003, 179, 150
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/adapters/rest.js, 332, 237, 60, 49, 0.0003, 175, 143
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/attr.js, 315, 218, 55, 45, 0.0003, 171, 138
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/index.js, 3613, 2441, 613, 509, 0.0033, 909, 766
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/initialize-store-service.js, 726, 207, 52, 43, 0.0003, 177, 129
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/model.js, 319, 222, 56, 46, 0.0003, 169, 137
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/relationships.js, 467, 318, 80, 66, 0.0004, 195, 151
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/serializer.js, 339, 232, 58, 48, 0.0003, 171, 139
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/serializers/embedded-records-mixin.js, 369, 274, 69, 57, 0.0004, 200, 173
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/serializers/json-api.js, 352, 251, 63, 52, 0.0003, 180, 153
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/serializers/json.js, 338, 243, 61, 51, 0.0003, 177, 151
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/serializers/rest.js, 338, 243, 61, 51, 0.0003, 177, 148
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/setup-container.js, 2400, 643, 162, 134, 0.0009, 325, 263
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/store.js, 319, 222, 56, 46, 0.0003, 168, 137
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/transform.js, 346, 241, 61, 50, 0.0003, 178, 148
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-data/version.js, 243, 154, 39, 32, 0.0002, 150, 121
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-fetch/ajax.js, 446, 229, 58, 48, 0.0003, 185, 151
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-fetch/errors.js, 2059, 639, 161, 133, 0.0009, 282, 233
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-fetch/mixins/adapter-fetch.js, 5562, 1621, 407, 338, 0.0022, 749, 649
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-fetch/types.js, 320, 206, 52, 43, 0.0003, 176, 160
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-fetch/utils/determine-body-promise.js, 1266, 419, 105, 87, 0.0006, 327, 255
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-fetch/utils/mung-options-for-fetch.js, 2008, 579, 145, 121, 0.0008, 382, 319
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-fetch/utils/serialize-query-params.js, 2559, 957, 240, 200, 0.0013, 518, 436
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-inflector/index.js, 1611, 1187, 298, 247, 0.0016, 386, 334
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-inflector/lib/ext/string.js, 1344, 809, 203, 169, 0.0011, 336, 285
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-inflector/lib/helpers/pluralize.js, 891, 523, 131, 109, 0.0007, 341, 287
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-inflector/lib/helpers/singularize.js, 392, 271, 68, 57, 0.0004, 200, 168
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-inflector/lib/system.js, 671, 452, 114, 94, 0.0006, 231, 199
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-inflector/lib/system/inflections.js, 1803, 1610, 404, 336, 0.0022, 690, 649
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-inflector/lib/system/inflector.js, 7773, 3100, 779, 646, 0.0042, 1147, 1014
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-inflector/lib/system/string.js, 619, 365, 92, 76, 0.0005, 226, 191
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-inflector/lib/utils/make-helper.js, 483, 308, 77, 64, 0.0004, 210, 181
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-load-initializers/index.js, 2135, 787, 198, 164, 0.0011, 430, 365
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-resolver/features.js, 239, 52, 13, 11, 0.0001, 70, 52
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-resolver/index.js, 336, 241, 61, 50, 0.0003, 177, 134
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-resolver/resolver.js, 339, 244, 61, 51, 0.0003, 173, 141
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-resolver/resolvers/classic/container-debug-adapter.js, 3009, 846, 212, 176, 0.0012, 478, 388
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-resolver/resolvers/classic/index.js, 16006, 5917, 1486, 1234, 0.0081, 2081, 1854
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-resolver/utils/class-factory.js, 457, 233, 59, 49, 0.0003, 183, 138
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-resolver/utils/make-dictionary.js, 351, 221, 56, 46, 0.0003, 181, 136
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-test-waiters/build-waiter.js, 1174, 243, 61, 51, 0.0003, 174, 145
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-test-waiters/index.js, 1733, 1103, 277, 230, 0.0015, 305, 261
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-test-waiters/noop-test-waiter.js, 1680, 717, 180, 149, 0.001, 412, 339
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-test-waiters/test-waiter.js, 5219, 1761, 442, 367, 0.0024, 801, 696
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-test-waiters/types/index.js, 78, 59, 15, 12, 0.0001, 79, 60
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-test-waiters/wait-for-promise.js, 1311, 246, 62, 51, 0.0003, 181, 141
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, addon-tree-output/ember-test-waiters/waiter-manager.js, 3057, 932, 234, 194, 0.0013, 524, 438
module, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, vendor/ember-cli/vendor-suffix.js, 1, 0, 0, 0, 0, 20, 1
bundle, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember-fetch.js, 19519, 9928, 3308, 2941
bundle, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, my-app.js, 15861, 9025, 2130, 1864
bundle, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember-testing.js, 81182, 22122, 5569, 4962
bundle, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, ember.js, 1951427, 490714, 126574, 106521
bundle, /Users/mnorth/Development/oss/ember-asset-size-report/module-size-report.csv, vendor.js, 2855105, 731260, 183679, 152473
