schema-version, 3
type, dataset, bundleName, moduleName, size, minSize, gzipSize, brSize, bundleRatio, soloGzSize, soloBrSize
type, dataset, bundleName, size, minSize, gzipSize, brSize
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/model/index.js, 791, 517, 130, 108, 0.0007, 226, 186
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/model/version.js, 250, 161, 40, 34, 0.0002, 156, 124
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/serializer/-private.js, 31627, 5856, 1471, 1221, 0.008, 1722, 1566
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/serializer/index.js, 4470, 258, 65, 54, 0.0004, 201, 165
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/serializer/json-api.js, 20029, 4111, 1033, 857, 0.0056, 1332, 1187
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/serializer/json.js, 48708, 7983, 2005, 1665, 0.0109, 2135, 1939
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/serializer/rest.js, 26331, 3080, 774, 642, 0.0042, 1242, 1133
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/serializer/transform.js, 359, 215, 54, 45, 0.0003, 175, 133
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/serializer/version.js, 255, 166, 42, 35, 0.0002, 159, 129
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/store/-private.js, 497242, 135523, 34041, 28258, 0.1853, 31980, 27233
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/store/index.js, 1361, 936, 235, 195, 0.0013, 270, 227
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember-data/store/version.js, 250, 161, 40, 34, 0.0002, 156, 124
module, experiment: drop ie11, vendor.js, addon-tree-output/@ember/ordered-set/index.js, 3493, 1379, 346, 288, 0.0019, 606, 515
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-cli-app-version/initializer-factory.js, 540, 282, 71, 59, 0.0004, 226, 189
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-cli-app-version/utils/regexp.js, 676, 252, 63, 53, 0.0003, 197, 176
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/-private.js, 10327, 4098, 1029, 854, 0.0056, 1193, 1033
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/adapter.js, 327, 226, 57, 47, 0.0003, 170, 128
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/adapters/errors.js, 1839, 1222, 307, 255, 0.0017, 304, 254
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/adapters/json-api.js, 346, 245, 62, 51, 0.0003, 179, 150
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/adapters/rest.js, 332, 237, 60, 49, 0.0003, 175, 143
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/attr.js, 315, 218, 55, 45, 0.0003, 171, 138
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/index.js, 3613, 2441, 613, 509, 0.0033, 909, 766
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/initialize-store-service.js, 726, 207, 52, 43, 0.0003, 177, 129
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/model.js, 319, 222, 56, 46, 0.0003, 169, 137
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/relationships.js, 467, 318, 80, 66, 0.0004, 195, 151
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/serializer.js, 339, 232, 58, 48, 0.0003, 171, 139
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/serializers/embedded-records-mixin.js, 369, 274, 69, 57, 0.0004, 200, 173
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/serializers/json-api.js, 352, 251, 63, 52, 0.0003, 180, 153
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/serializers/json.js, 338, 243, 61, 51, 0.0003, 177, 151
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/serializers/rest.js, 338, 243, 61, 51, 0.0003, 177, 148
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/setup-container.js, 2400, 643, 162, 134, 0.0009, 325, 263
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/store.js, 319, 222, 56, 46, 0.0003, 168, 137
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/transform.js, 346, 241, 61, 50, 0.0003, 178, 148
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-data/version.js, 243, 154, 39, 32, 0.0002, 150, 121
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-fetch/ajax.js, 446, 229, 58, 48, 0.0003, 185, 151
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-fetch/errors.js, 2059, 639, 161, 133, 0.0009, 282, 233
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-fetch/mixins/adapter-fetch.js, 5562, 1621, 407, 338, 0.0022, 749, 649
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-fetch/types.js, 320, 206, 52, 43, 0.0003, 176, 160
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-fetch/utils/determine-body-promise.js, 1266, 419, 105, 87, 0.0006, 327, 255
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-fetch/utils/mung-options-for-fetch.js, 2008, 579, 145, 121, 0.0008, 382, 319
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-fetch/utils/serialize-query-params.js, 2559, 957, 240, 200, 0.0013, 518, 436
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-inflector/index.js, 1611, 1187, 298, 247, 0.0016, 386, 334
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-inflector/lib/ext/string.js, 1344, 809, 203, 169, 0.0011, 336, 285
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-inflector/lib/helpers/pluralize.js, 891, 523, 131, 109, 0.0007, 341, 287
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-inflector/lib/helpers/singularize.js, 392, 271, 68, 57, 0.0004, 200, 168
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-inflector/lib/system.js, 671, 452, 114, 94, 0.0006, 231, 199
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-inflector/lib/system/inflections.js, 1803, 1610, 404, 336, 0.0022, 690, 649
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-inflector/lib/system/inflector.js, 7773, 3100, 779, 646, 0.0042, 1147, 1014
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-inflector/lib/system/string.js, 619, 365, 92, 76, 0.0005, 226, 191
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-inflector/lib/utils/make-helper.js, 483, 308, 77, 64, 0.0004, 210, 181
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-load-initializers/index.js, 2135, 787, 198, 164, 0.0011, 430, 365
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-resolver/features.js, 239, 52, 13, 11, 0.0001, 70, 52
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-resolver/index.js, 336, 241, 61, 50, 0.0003, 177, 134
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-resolver/resolver.js, 339, 244, 61, 51, 0.0003, 173, 141
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-resolver/resolvers/classic/container-debug-adapter.js, 3009, 846, 212, 176, 0.0012, 478, 388
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-resolver/resolvers/classic/index.js, 16006, 5917, 1486, 1234, 0.0081, 2081, 1854
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-resolver/utils/class-factory.js, 457, 233, 59, 49, 0.0003, 183, 138
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-resolver/utils/make-dictionary.js, 351, 221, 56, 46, 0.0003, 181, 136
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-test-waiters/build-waiter.js, 1174, 243, 61, 51, 0.0003, 174, 145
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-test-waiters/index.js, 1733, 1103, 277, 230, 0.0015, 305, 261
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-test-waiters/noop-test-waiter.js, 1680, 717, 180, 149, 0.001, 412, 339
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-test-waiters/test-waiter.js, 5219, 1761, 442, 367, 0.0024, 801, 696
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-test-waiters/types/index.js, 78, 59, 15, 12, 0.0001, 79, 60
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-test-waiters/wait-for-promise.js, 1311, 246, 62, 51, 0.0003, 181, 141
module, experiment: drop ie11, vendor.js, addon-tree-output/ember-test-waiters/waiter-manager.js, 3057, 932, 234, 194, 0.0013, 524, 438
module, experiment: drop ie11, vendor.js, vendor/ember-cli/vendor-suffix.js, 1, 0, 0, 0, 0, 20, 1
bundle, experiment: drop ie11, ember-fetch.js, 19519, 9928, 3308, 2941
bundle, experiment: drop ie11, example-app.js, 15996, 9164, 2127, 1862
bundle, experiment: drop ie11, ember-testing.js, 81182, 22122, 5569, 4962
bundle, experiment: drop ie11, ember.js, 1951427, 490714, 126574, 106521
bundle, experiment: drop ie11, vendor.js, 2855105, 731260, 183679, 152473
